Author	Consortium	PMID	Date	Trait	EFO	Analysis	Source	Outcome	Exposure	Covariates	Outcome_Unit	Exposure_Unit	Array	Tissue	N	N_Studies	Categories	Age	N_Males	N_Females	N_EUR	N_EAS	N_SAS	N_AFR	N_AMR	N_OTH	CpG	Location	Gene	Type	Beta	SE	P	Details
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg06635952	chr2:70025869	ANXA4	Open sea	0.0213	0.0026	7.6e-17	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg24049493	chr1:42385941	HIVEP3	South shore	0.0464	0.0056	7.8e-17	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg05273302	chr19:2095560	C19orf36;MOBKL2A	Island	-0.0135	0.0016	8.4e-17	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg26371172	chr6:29454888	MAS1L	Open sea	0.0062	7e-04	8.9e-17	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg26728709	chr4:114823338	ARSJ	Open sea	0.0121	0.0015	9.4e-17	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg07069636	chr16:30671749		South shore	-0.0174	0.0021	1e-16	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg12086028	chr6:33241026	VPS52;RPS18	South shore	-0.0147	0.0018	1e-16	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg16178855	chr20:56269979	PMEPA1	Open sea	0.0089	0.0011	1.1e-16	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg06065019	chr2:177356276		South shore	-0.0134	0.0016	1.2e-16	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg03188382	chr2:233245886	ALPP	North shore	-0.017	0.002	1.2e-16	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg18642234	chr3:49394622	GPX1	North shore	-0.0167	0.002	1.2e-16	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg03358636	chr3:197474006	KIAA0226	North shelf	-0.0217	0.0026	1.3e-16	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg18132076	chr6:1970710	GMDS	Open sea	0.0092	0.0011	1.4e-16	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg23067299	chr5:323907	AHRR	South shore	0.009	0.0011	1.5e-16	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg15937073	chr1:42384564	HIVEP3	South shore	0.0286	0.0035	1.6e-16	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg16526047	chr1:949893	ISG15	South shore	-0.0131	0.0016	1.7e-16	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg11445634	chr15:61821004		Open sea	-0.0133	0.0016	1.8e-16	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg23685969	chr10:73976821	ASCC1;C10orf104	South shore	-0.0072	9e-04	1.9e-16	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg17024919	chr3:21792248	ZNF385D	Open sea	-0.0351	0.0043	2.1e-16	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg09662411	chr1:92946132	GFI1	Island	-0.0323	0.0039	2.2e-16	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg02657160	chr3:98311063	CPOX	North shore	-0.0158	0.0019	2.4e-16	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg07807026	chr12:2041581		Open sea	0.0067	8e-04	2.6e-16	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg07924081	chr19:45898892	PPP1R13L	Island	0.0072	9e-04	2.6e-16	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg03991871	chr5:368447	AHRR	North shore	-0.0379	0.0046	2.6e-16	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg16924010	chr3:194018158		South shelf	0.0086	0.0011	2.9e-16	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg01015663	chr1:23729692	TCEA3	Open sea	-0.0131	0.0016	3.1e-16	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg04211179	chr1:16301562	ZBTB17	North shore	-0.0104	0.0013	3.2e-16	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg11105358	chr5:176758052		North shore	0.0065	8e-04	3.3e-16	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg14371731	chr10:81003175	ZMIZ1	Island	0.0291	0.0036	3.5e-16	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg17372758	chr10:73976798	ASCC1;C10orf104	South shore	-0.0098	0.0012	4e-16	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg13645530	chr12:116756948		Open sea	0.0122	0.0015	4e-16	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg07626482	chr19:47289503	SLC1A5	North shore	-0.0129	0.0016	4.1e-16	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg26878655	chr17:38481877	RARA	Open sea	-0.0129	0.0016	4.2e-16	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg13184736	chr1:68299409	GNG12	South shore	-0.0424	0.0052	4.3e-16	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg21161138	chr5:399360	AHRR	Open sea	-0.053	0.0065	4.4e-16	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg10850792	chr15:89531046		Open sea	0.0097	0.0012	4.4e-16	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg25305703	chr8:128378218		Open sea	-0.035	0.0043	5.9e-16	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg01634388	chr4:129405035		Open sea	0.0112	0.0014	6.2e-16	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg09540102	chr16:1822124	NME3;MRPS34;EME2	Island	-0.0158	0.002	6.5e-16	
